"data_type","synthetic_source","reconciliation_id","user_id","source_type","transaction_id","tax_information_record_id","matching_key","user_record_amount","source_reported_amount","user_tds_amount","source_tds_amount","difference_amount","status","comparison_date"
"synthetic","generated_for_testing","REC0077","USR0027","AIS","TXN00077","TIR0077","TXN00077","13549","13549","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0078","USR0028","Form_26AS","TXN00078","TIR0078","TXN00078","13686","13936","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0079","USR0029","AIS","TXN00079","TIR0079","TXN00079","13823","13823","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0080","USR0030","Form_26AS","TXN00080","TIR0080","TXN00080","13960","13960","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0081","USR0031","AIS","TXN00081","TIR0081","TXN00081","14097","14097","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0082","USR0032","Form_26AS","TXN00082","TIR0082","TXN00082","14234","14234","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0083","USR0033","AIS","TXN00083","TIR0083","TXN00083","14371","14371","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0084","USR0034","Form_26AS","TXN00084","TIR0084","TXN00084","14508","14758","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0085","USR0035","AIS","TXN00085","TIR0085","TXN00085","14645","14645","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0086","USR0036","Form_26AS","TXN00086","TIR0086","TXN00086","14782","14782","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0087","USR0037","AIS","TXN00087","TIR0087","TXN00087","14919","14919","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0088","USR0038","Form_26AS","TXN00088","TIR0088","TXN00088","15056","15056","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0089","USR0039","AIS","TXN00089","TIR0089","TXN00089","15193","15193","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0090","USR0040","Form_26AS","TXN00090","TIR0090","TXN00090","15330","15580","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0091","USR0041","AIS","TXN00091","TIR0091","TXN00091","15467","15467","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0092","USR0042","Form_26AS","TXN00092","TIR0092","TXN00092","15604","15604","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0093","USR0043","AIS","TXN00093","TIR0093","TXN00093","15741","15741","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0094","USR0044","Form_26AS","TXN00094","TIR0094","TXN00094","15878","15878","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0095","USR0045","AIS","TXN00095","TIR0095","TXN00095","16015","16015","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0096","USR0046","Form_26AS","TXN00096","TIR0096","TXN00096","16152","16402","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0097","USR0047","AIS","TXN00097","TIR0097","TXN00097","16289","16289","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0098","USR0048","Form_26AS","TXN00098","TIR0098","TXN00098","16426","16426","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0099","USR0049","AIS","TXN00099","TIR0099","TXN00099","16563","16563","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0100","USR0050","Form_26AS","TXN00100","TIR0100","TXN00100","16700","16700","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0101","USR0001","AIS","TXN00101","TIR0101","TXN00101","16837","16837","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0102","USR0002","Form_26AS","TXN00102","TIR0102","TXN00102","16974","17224","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0103","USR0003","AIS","TXN00103","TIR0103","TXN00103","17111","17111","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0104","USR0004","Form_26AS","TXN00104","TIR0104","TXN00104","17248","17248","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0105","USR0005","AIS","TXN00105","TIR0105","TXN00105","17385","17385","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0106","USR0006","Form_26AS","TXN00106","TIR0106","TXN00106","17522","17522","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0107","USR0007","AIS","TXN00107","TIR0107","TXN00107","17659","17659","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0108","USR0008","Form_26AS","TXN00108","TIR0108","TXN00108","17796","18046","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0109","USR0009","AIS","TXN00109","TIR0109","TXN00109","17933","17933","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0110","USR0010","Form_26AS","TXN00110","TIR0110","TXN00110","18070","18070","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0111","USR0011","AIS","TXN00111","TIR0111","TXN00111","18207","18207","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0112","USR0012","Form_26AS","TXN00112","TIR0112","TXN00112","18344","18344","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0113","USR0013","AIS","TXN00113","TIR0113","TXN00113","18481","18481","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0114","USR0014","Form_26AS","TXN00114","TIR0114","TXN00114","18618","18868","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0115","USR0015","AIS","TXN00115","TIR0115","TXN00115","18755","18755","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0116","USR0016","Form_26AS","TXN00116","TIR0116","TXN00116","18892","18892","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0117","USR0017","AIS","TXN00117","TIR0117","TXN00117","19029","19029","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0118","USR0018","Form_26AS","TXN00118","TIR0118","TXN00118","19166","19166","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0119","USR0019","AIS","TXN00119","TIR0119","TXN00119","19303","19303","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0120","USR0020","Form_26AS","TXN00120","TIR0120","TXN00120","19440","19690","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0121","USR0021","AIS","TXN00121","TIR0121","TXN00121","19577","19577","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0122","USR0022","Form_26AS","TXN00122","TIR0122","TXN00122","19714","19714","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0123","USR0023","AIS","TXN00123","TIR0123","TXN00123","19851","19851","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0124","USR0024","Form_26AS","TXN00124","TIR0124","TXN00124","19988","19988","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0125","USR0025","AIS","TXN00125","TIR0125","TXN00125","20125","20125","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0126","USR0026","Form_26AS","TXN00126","TIR0126","TXN00126","20262","20512","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0127","USR0027","AIS","TXN00127","TIR0127","TXN00127","20399","20399","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0128","USR0028","Form_26AS","TXN00128","TIR0128","TXN00128","20536","20536","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0129","USR0029","AIS","TXN00129","TIR0129","TXN00129","20673","20673","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0130","USR0030","Form_26AS","TXN00130","TIR0130","TXN00130","20810","20810","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0131","USR0031","AIS","TXN00131","TIR0131","TXN00131","20947","20947","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0132","USR0032","Form_26AS","TXN00132","TIR0132","TXN00132","21084","21334","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0133","USR0033","AIS","TXN00133","TIR0133","TXN00133","21221","21221","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0134","USR0034","Form_26AS","TXN00134","TIR0134","TXN00134","21358","21358","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0135","USR0035","AIS","TXN00135","TIR0135","TXN00135","21495","21495","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0136","USR0036","Form_26AS","TXN00136","TIR0136","TXN00136","21632","21632","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0137","USR0037","AIS","TXN00137","TIR0137","TXN00137","21769","21769","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0138","USR0038","Form_26AS","TXN00138","TIR0138","TXN00138","21906","22156","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0139","USR0039","AIS","TXN00139","TIR0139","TXN00139","22043","22043","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0140","USR0040","Form_26AS","TXN00140","TIR0140","TXN00140","22180","22180","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0141","USR0041","AIS","TXN00141","TIR0141","TXN00141","22317","22317","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0142","USR0042","Form_26AS","TXN00142","TIR0142","TXN00142","22454","22454","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0143","USR0043","AIS","TXN00143","TIR0143","TXN00143","22591","22591","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0144","USR0044","Form_26AS","TXN00144","TIR0144","TXN00144","22728","22978","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0145","USR0045","AIS","TXN00145","TIR0145","TXN00145","22865","22865","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0146","USR0046","Form_26AS","TXN00146","TIR0146","TXN00146","23002","23002","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0147","USR0047","AIS","TXN00147","TIR0147","TXN00147","23139","23139","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0148","USR0048","Form_26AS","TXN00148","TIR0148","TXN00148","23276","23276","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0149","USR0049","AIS","TXN00149","TIR0149","TXN00149","23413","23413","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0150","USR0050","Form_26AS","TXN00150","TIR0150","TXN00150","23550","23800","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0151","USR0001","AIS","TXN00151","TIR0151","TXN00151","23687","23687","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0152","USR0002","Form_26AS","TXN00152","TIR0152","TXN00152","23824","23824","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0153","USR0003","AIS","TXN00153","TIR0153","TXN00153","23961","23961","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0154","USR0004","Form_26AS","TXN00154","TIR0154","TXN00154","24098","24098","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0155","USR0005","AIS","TXN00155","TIR0155","TXN00155","24235","24235","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0156","USR0006","Form_26AS","TXN00156","TIR0156","TXN00156","24372","24622","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0157","USR0007","AIS","TXN00157","TIR0157","TXN00157","24509","24509","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0158","USR0008","Form_26AS","TXN00158","TIR0158","TXN00158","24646","24646","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0159","USR0009","AIS","TXN00159","TIR0159","TXN00159","24783","24783","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0160","USR0010","Form_26AS","TXN00160","TIR0160","TXN00160","24920","24920","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0161","USR0011","AIS","TXN00161","TIR0161","TXN00161","25057","25057","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0162","USR0012","Form_26AS","TXN00162","TIR0162","TXN00162","25194","25444","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0163","USR0013","AIS","TXN00163","TIR0163","TXN00163","25331","25331","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0164","USR0014","Form_26AS","TXN00164","TIR0164","TXN00164","25468","25468","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0165","USR0015","AIS","TXN00165","TIR0165","TXN00165","25605","25605","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0166","USR0016","Form_26AS","TXN00166","TIR0166","TXN00166","25742","25742","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0167","USR0017","AIS","TXN00167","TIR0167","TXN00167","25879","25879","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0168","USR0018","Form_26AS","TXN00168","TIR0168","TXN00168","26016","26266","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0169","USR0019","AIS","TXN00169","TIR0169","TXN00169","26153","26153","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0170","USR0020","Form_26AS","TXN00170","TIR0170","TXN00170","26290","26290","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0171","USR0021","AIS","TXN00171","TIR0171","TXN00171","26427","26427","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0172","USR0022","Form_26AS","TXN00172","TIR0172","TXN00172","26564","26564","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0173","USR0023","AIS","TXN00173","TIR0173","TXN00173","26701","26701","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0174","USR0024","Form_26AS","TXN00174","TIR0174","TXN00174","26838","27088","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0175","USR0025","AIS","TXN00175","TIR0175","TXN00175","26975","26975","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0176","USR0026","Form_26AS","TXN00176","TIR0176","TXN00176","27112","27112","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0177","USR0027","AIS","TXN00177","TIR0177","TXN00177","27249","27249","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0178","USR0028","Form_26AS","TXN00178","TIR0178","TXN00178","27386","27386","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0179","USR0029","AIS","TXN00179","TIR0179","TXN00179","27523","27523","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0180","USR0030","Form_26AS","TXN00180","TIR0180","TXN00180","27660","27910","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0181","USR0031","AIS","TXN00181","TIR0181","TXN00181","27797","27797","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0182","USR0032","Form_26AS","TXN00182","TIR0182","TXN00182","27934","27934","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0183","USR0033","AIS","TXN00183","TIR0183","TXN00183","28071","28071","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0184","USR0034","Form_26AS","TXN00184","TIR0184","TXN00184","28208","28208","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0185","USR0035","AIS","TXN00185","TIR0185","TXN00185","28345","28345","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0186","USR0036","Form_26AS","TXN00186","TIR0186","TXN00186","28482","28732","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0187","USR0037","AIS","TXN00187","TIR0187","TXN00187","28619","28619","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0188","USR0038","Form_26AS","TXN00188","TIR0188","TXN00188","28756","28756","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0189","USR0039","AIS","TXN00189","TIR0189","TXN00189","28893","28893","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0190","USR0040","Form_26AS","TXN00190","TIR0190","TXN00190","29030","29030","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0191","USR0041","AIS","TXN00191","TIR0191","TXN00191","29167","29167","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0192","USR0042","Form_26AS","TXN00192","TIR0192","TXN00192","29304","29554","0","0","-250","mismatch","2026-06-30"
"synthetic","generated_for_testing","REC0193","USR0043","AIS","TXN00193","TIR0193","TXN00193","29441","29441","0","0","0","matched","2026-06-30"
"synthetic","generated_for_testing","REC0194","USR0044","Form_26AS","TXN00194","TIR0194","TXN00194","29578","29578","0","0","0","matched","2026-06-30"
